Year,State,Vehicle_Category,EV_Sales_Quantity
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Bus,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Bus,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,2W,1
2014,Andhra Pradesh,4W,0
2014,Andhra Pradesh,4W,0
2014,Andhra Pradesh,Bus,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,3W,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Andhra Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Bus,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,2W,0
2014,Arunachal Pradesh,2W,0
2014,Arunachal Pradesh,4W,0
2014,Arunachal Pradesh,4W,0
2014,Arunachal Pradesh,3W,0
2014,Arunachal Pradesh,3W,0
2014,Arunachal Pradesh,Others,0
2014,Arunachal Pradesh,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Bus,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Assam,2W,0
2014,Assam,2W,0
2014,Assam,4W,0
2014,Assam,4W,0
2014,Assam,3W,0
2014,Assam,3W,0
2014,Assam,3W,0
2014,Assam,Others,0
2014,Assam,Others,0
2014,Andaman & Nicobar Island,Bus,0
2014,Andaman & Nicobar Island,Others,0
2014,Andaman & Nicobar Island,Others,0
2014,Andaman & Nicobar Island,2W,0
2014,Andaman & Nicobar Island,2W,0
2014,Andaman & Nicobar Island,4W,0
2014,Andaman & Nicobar Island,4W,0
2014,Andaman & Nicobar Island,2W,0
2014,Andaman & Nicobar Island,3W,0
2014,Bihar,Others,0
2014,Bihar,Bus,0
2014,Bihar,Others,0
2014,Bihar,Others,0
2014,Bihar,Others,0
2014,Bihar,Others,0
2014,Bihar,2W,0
2014,Bihar,2W,0
2014,Bihar,2W,0
2014,Bihar,4W,0
2014,Bihar,4W,0
2014,Bihar,2W,0
2014,Bihar,3W,0
2014,Bihar,3W,0
2014,Bihar,Others,0
2014,Bihar,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Bus,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Bus,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,2W,10
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,2W,0
2014,Chhattisgarh,4W,0
2014,Chhattisgarh,4W,0
2014,Chhattisgarh,Bus,0
2014,Chhattisgarh,Bus,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,3W,0
2014,Chhattisgarh,3W,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chhattisgarh,Others,0
2014,Chandigarh,Others,0
2014,Chandigarh,Others,0
2014,Chandigarh,Bus,0
2014,Chandigarh,Others,0
2014,Chandigarh,Bus,0
2014,Chandigarh,Others,0
2014,Chandigarh,2W,0
2014,Chandigarh,2W,0
2014,Chandigarh,4W,0
2014,Chandigarh,4W,0
2014,Chandigarh,3W,0
2014,Chandigarh,3W,0
2014,Chandigarh,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Dadra and Nagar Haveli and Daman and Diu,2W,0
2014,Dadra and Nagar Haveli and Daman and Diu,2W,0
2014,Dadra and Nagar Haveli and Daman and Diu,4W,0
2014,Dadra and Nagar Haveli and Daman and Diu,Bus,0
2014,Dadra and Nagar Haveli and Daman and Diu,3W,0
2014,Dadra and Nagar Haveli and Daman and Diu,Others,0
2014,Delhi,Others,0
2014,Delhi,Others,0
2014,Delhi,Others,0
2014,Delhi,Bus,0
2014,Delhi,Others,0
2014,Delhi,Others,0
2014,Delhi,4W,0
2014,Delhi,Others,0
2014,Delhi,2W,2
2014,Delhi,2W,0
2014,Delhi,2W,0
2014,Delhi,4W,0
2014,Delhi,4W,5
2014,Delhi,Others,0
2014,Delhi,3W,0
2014,Delhi,3W,0
2014,Delhi,3W,0
2014,Goa,Others,0
2014,Goa,Others,0
2014,Goa,Bus,0
2014,Goa,Others,0
2014,Goa,Others,0
2014,Goa,Others,0
2014,Goa,Others,0
2014,Goa,Others,0
2014,Goa,2W,0
2014,Goa,2W,0
2014,Goa,4W,0
2014,Goa,4W,1
2014,Goa,Others,0
2014,Goa,2W,0
2014,Goa,3W,0
2014,Goa,3W,0
2014,Gujarat,Others,0
2014,Gujarat,Others,1
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Bus,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,1
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,2W,14
2014,Gujarat,2W,0
2014,Gujarat,4W,0
2014,Gujarat,4W,0
2014,Gujarat,2W,0
2014,Gujarat,Bus,0
2014,Gujarat,3W,0
2014,Gujarat,3W,0
2014,Gujarat,3W,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Gujarat,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Bus,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Bus,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,2W,0
2014,Himachal Pradesh,2W,0
2014,Himachal Pradesh,4W,0
2014,Himachal Pradesh,4W,1
2014,Himachal Pradesh,Bus,0
2014,Himachal Pradesh,Bus,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,Others,0
2014,Himachal Pradesh,3W,0
2014,Himachal Pradesh,3W,0
2014,Himachal Pradesh,Others,0
2014,Haryana,Others,1
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Bus,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Bus,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,Others,0
2014,Haryana,2W,0
2014,Haryana,2W,0
2014,Haryana,4W,0
2014,Haryana,4W,1
2014,Haryana,Bus,0
2014,Haryana,Others,0
2014,Haryana,3W,0
2014,Haryana,3W,0
2014,Haryana,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Bus,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,2W,0
2014,Jharkhand,2W,0
2014,Jharkhand,4W,0
2014,Jharkhand,4W,0
2014,Jharkhand,Bus,0
2014,Jharkhand,3W,0
2014,Jharkhand,3W,1
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Jharkhand,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Bus,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Bus,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,2W,18
2014,Karnataka,2W,0
2014,Karnataka,Others,0
2014,Karnataka,2W,6
2014,Karnataka,4W,1
2014,Karnataka,4W,19
2014,Karnataka,2W,0
2014,Karnataka,2W,0
2014,Karnataka,Bus,0
2014,Karnataka,Bus,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,3W,0
2014,Karnataka,3W,0
2014,Karnataka,3W,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Karnataka,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Bus,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Bus,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,2W,3
2014,Kerala,4W,0
2014,Kerala,4W,1
2014,Kerala,Bus,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Kerala,3W,0
2014,Kerala,3W,0
2014,Kerala,3W,0
2014,Kerala,Others,0
2014,Kerala,Others,0
2014,Ladakh,Others,0
2014,Ladakh,4W,0
2014,Ladakh,4W,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Bus,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,3W,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,2W,78
2014,Maharashtra,2W,0
2014,Maharashtra,2W,4
2014,Maharashtra,4W,0
2014,Maharashtra,4W,3
2014,Maharashtra,2W,0
2014,Maharashtra,Bus,0
2014,Maharashtra,Bus,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,3W,0
2014,Maharashtra,3W,0
2014,Maharashtra,3W,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Maharashtra,Others,0
2014,Meghalaya,Others,0
2014,Meghalaya,Bus,0
2014,Meghalaya,Others,0
2014,Meghalaya,Others,0
2014,Meghalaya,Others,0
2014,Meghalaya,2W,0
2014,Meghalaya,2W,0
2014,Meghalaya,4W,0
2014,Meghalaya,4W,0
2014,Meghalaya,3W,0
2014,Meghalaya,3W,0
2014,Meghalaya,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Bus,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Bus,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,2W,4
2014,Madhya Pradesh,2W,0
2014,Madhya Pradesh,4W,0
2014,Madhya Pradesh,4W,0
2014,Madhya Pradesh,Bus,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,3W,0
2014,Madhya Pradesh,3W,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Madhya Pradesh,Others,0
2014,Mizoram,Others,0
2014,Mizoram,Others,0
2014,Mizoram,Bus,0
2014,Mizoram,Others,0
2014,Mizoram,Others,0
2014,Mizoram,Others,0
2014,Mizoram,Others,0
2014,Mizoram,4W,0
2014,Mizoram,Others,0
2014,Mizoram,2W,0
2014,Mizoram,2W,0
2014,Mizoram,4W,0
2014,Mizoram,4W,0
2014,Mizoram,3W,0
2014,Mizoram,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Bus,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,Others,0
2014,Nagaland,2W,0
2014,Nagaland,2W,0
2014,Nagaland,4W,0
2014,Nagaland,4W,0
2014,Nagaland,3W,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Bus,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Bus,0
2014,Odisha,Others,0
2014,Odisha,Others,1
2014,Odisha,Others,0
2014,Odisha,4W,0
2014,Odisha,Others,0
2014,Odisha,2W,2
2014,Odisha,2W,0
2014,Odisha,2W,3
2014,Odisha,4W,0
2014,Odisha,4W,0
2014,Odisha,Bus,0
2014,Odisha,Bus,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,3W,0
2014,Odisha,3W,1
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Odisha,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,1
2014,Punjab,Others,0
2014,Punjab,Bus,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Bus,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,2W,1
2014,Punjab,2W,4
2014,Punjab,4W,0
2014,Punjab,4W,0
2014,Punjab,Bus,0
2014,Punjab,Others,0
2014,Punjab,3W,0
2014,Punjab,3W,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Punjab,Others,0
2014,Puducherry,Others,0
2014,Puducherry,Others,0
2014,Puducherry,Others,0
2014,Puducherry,Others,0
2014,Puducherry,Bus,0
2014,Puducherry,Others,0
2014,Puducherry,Others,0
2014,Puducherry,2W,2
2014,Puducherry,2W,0
2014,Puducherry,2W,0
2014,Puducherry,4W,0
2014,Puducherry,4W,0
2014,Puducherry,Bus,0
2014,Puducherry,3W,0
2014,Puducherry,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Bus,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Bus,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,2W,4
2014,Rajasthan,2W,0
2014,Rajasthan,2W,0
2014,Rajasthan,4W,0
2014,Rajasthan,4W,0
2014,Rajasthan,Others,0
2014,Rajasthan,2W,0
2014,Rajasthan,2W,0
2014,Rajasthan,Bus,0
2014,Rajasthan,Bus,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,3W,0
2014,Rajasthan,3W,0
2014,Rajasthan,3W,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Rajasthan,Others,0
2014,Sikkim,Bus,0
2014,Sikkim,Others,0
2014,Sikkim,Others,0
2014,Sikkim,4W,0
2014,Sikkim,Others,0
2014,Sikkim,2W,0
2014,Sikkim,4W,0
2014,Sikkim,4W,0
2014,Sikkim,2W,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,4
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Bus,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,5
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Bus,0
2014,Tamil Nadu,3W,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,2
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,2W,7
2014,Tamil Nadu,2W,0
2014,Tamil Nadu,2W,2
2014,Tamil Nadu,4W,0
2014,Tamil Nadu,4W,1
2014,Tamil Nadu,2W,0
2014,Tamil Nadu,Bus,0
2014,Tamil Nadu,Bus,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,3W,0
2014,Tamil Nadu,3W,0
2014,Tamil Nadu,3W,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,1
2014,Tamil Nadu,Others,4
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tamil Nadu,Others,0
2014,Tripura,Others,0
2014,Tripura,Bus,0
2014,Tripura,Others,0
2014,Tripura,Others,0
2014,Tripura,Others,0
2014,Tripura,Others,0
2014,Tripura,Others,0
2014,Tripura,Others,0
2014,Tripura,2W,0
2014,Tripura,2W,0
2014,Tripura,4W,0
2014,Tripura,4W,0
2014,Tripura,3W,0
2014,Tripura,3W,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Bus,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,2W,3
2014,Uttarakhand,2W,0
2014,Uttarakhand,4W,0
2014,Uttarakhand,4W,0
2014,Uttarakhand,2W,0
2014,Uttarakhand,Bus,0
2014,Uttarakhand,Bus,0
2014,Uttarakhand,3W,0
2014,Uttarakhand,3W,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttarakhand,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Bus,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Bus,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,4W,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,2W,6
2014,Uttar Pradesh,2W,0
2014,Uttar Pradesh,2W,0
2014,Uttar Pradesh,4W,0
2014,Uttar Pradesh,4W,0
2014,Uttar Pradesh,2W,0
2014,Uttar Pradesh,Bus,0
2014,Uttar Pradesh,Bus,0
2014,Uttar Pradesh,3W,0
2014,Uttar Pradesh,3W,0
2014,Uttar Pradesh,3W,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,Uttar Pradesh,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Bus,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Bus,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,4W,0
2014,West Bengal,Others,0
2014,West Bengal,2W,0
2014,West Bengal,2W,0
2014,West Bengal,Others,0
2014,West Bengal,2W,0
2014,West Bengal,4W,0
2014,West Bengal,4W,1
2014,West Bengal,Bus,0
2014,West Bengal,Bus,0
2014,West Bengal,Others,0
2014,West Bengal,3W,0
2014,West Bengal,3W,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,West Bengal,Others,0
2014,Jammu and Kashmir,Others,0
2014,Jammu and Kashmir,Others,0
2014,Jammu and Kashmir,Bus,0
2014,Jammu and Kashmir,Bus,0
2014,Jammu and Kashmir,Others,1
2014,Jammu and Kashmir,Others,0
2014,Jammu and Kashmir,2W,0
2014,Jammu and Kashmir,2W,0
2014,Jammu and Kashmir,4W,0
2014,Jammu and Kashmir,4W,0
2014,Jammu and Kashmir,Bus,0
2014,Jammu and Kashmir,Others,0
2014,Jammu and Kashmir,3W,0
2014,Jammu and Kashmir,3W,0
2014,Jammu and Kashmir,Others,0
2014,Jammu and Kashmir,Others,0
2014,Manipur,Others,0
2014,Manipur,Others,0
2014,Manipur,Bus,0
2014,Manipur,Others,0
2014,Manipur,Others,0
2014,Manipur,Others,0
2014,Manipur,Others,0
2014,Manipur,Others,0
2014,Manipur,2W,0
2014,Manipur,2W,0
2014,Manipur,4W,0
2014,Manipur,4W,0
2014,Manipur,Bus,0
2014,Manipur,3W,0
2014,Manipur,3W,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Bus,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Bus,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,2W,1
2015,Andhra Pradesh,2W,0
2015,Andhra Pradesh,4W,0
2015,Andhra Pradesh,4W,0
2015,Andhra Pradesh,Bus,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,3W,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Andhra Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Bus,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,2W,0
2015,Arunachal Pradesh,2W,0
2015,Arunachal Pradesh,4W,0
2015,Arunachal Pradesh,4W,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,3W,0
2015,Arunachal Pradesh,3W,0
2015,Arunachal Pradesh,Others,0
2015,Arunachal Pradesh,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Bus,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,2W,0
2015,Assam,2W,0
2015,Assam,4W,0
2015,Assam,4W,0
2015,Assam,3W,0
2015,Assam,3W,0
2015,Assam,Others,0
2015,Assam,Others,0
2015,Assam,Others,2
2015,Assam,Others,0
2015,Andaman & Nicobar Island,Bus,0
2015,Andaman & Nicobar Island,Others,0
2015,Andaman & Nicobar Island,Others,0
2015,Andaman & Nicobar Island,2W,0
2015,Andaman & Nicobar Island,2W,0
2015,Andaman & Nicobar Island,4W,0
2015,Andaman & Nicobar Island,4W,0
2015,Andaman & Nicobar Island,2W,0
2015,Andaman & Nicobar Island,3W,0
2015,Bihar,Others,0
2015,Bihar,Others,0
2015,Bihar,Bus,0
2015,Bihar,Others,0
2015,Bihar,Others,0
2015,Bihar,2W,0
2015,Bihar,2W,0
2015,Bihar,4W,0
2015,Bihar,4W,0
2015,Bihar,Bus,0
2015,Bihar,3W,0
2015,Bihar,3W,0
2015,Bihar,Others,0
2015,Bihar,Others,0
2015,Bihar,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Bus,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Bus,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,2W,6
2015,Chhattisgarh,2W,0
2015,Chhattisgarh,4W,0
2015,Chhattisgarh,4W,0
2015,Chhattisgarh,Bus,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,3W,0
2015,Chhattisgarh,3W,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chhattisgarh,Others,0
2015,Chandigarh,Others,0
2015,Chandigarh,Bus,0
2015,Chandigarh,Others,0
2015,Chandigarh,Bus,0
2015,Chandigarh,Others,0
2015,Chandigarh,2W,0
2015,Chandigarh,2W,0
2015,Chandigarh,4W,0
2015,Chandigarh,4W,0
2015,Chandigarh,3W,0
2015,Chandigarh,3W,0
